epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,4572.99,0.77293,0.91987,1.21193,0.67226,0.59373,0.66722,0.46184,1.24012,2.47025,1.594,0.00536081,0.00536081,0.00536081
98,4618.98,0.76989,0.92009,1.20979,0.67153,0.59506,0.66791,0.46198,1.23925,2.46896,1.593,0.00528318,0.00528318,0.00528318
99,4663.37,0.77099,0.92046,1.20846,0.67159,0.59621,0.66838,0.46241,1.23868,2.46897,1.59226,0.00520548,0.00520548,0.00520548
100,4708.57,0.76597,0.91198,1.2036,0.67325,0.59377,0.66864,0.46308,1.23834,2.46859,1.59155,0.00512775,0.00512775,0.00512775
101,4767.24,0.73753,0.80506,1.18482,0.67309,0.59325,0.66889,0.46355,1.23756,2.46751,1.59063,0.00505,0.00505,0.00505
102,4813.25,0.73478,0.79514,1.18199,0.6741,0.59343,0.6695,0.46396,1.23686,2.46763,1.58969,0.00497225,0.00497225,0.00497225
103,4858.82,0.72456,0.78718,1.17669,0.67288,0.59499,0.6698,0.46436,1.2359,2.4676,1.58876,0.00489452,0.00489452,0.00489452
104,4904.22,0.72256,0.78087,1.17655,0.67111,0.5966,0.6699,0.46501,1.23524,2.46637,1.58841,0.00481682,0.00481682,0.00481682
105,4950.04,0.71981,0.76699,1.17241,0.67438,0.59578,0.67044,0.46545,1.23451,2.46591,1.58788,0.00473919,0.00473919,0.00473919
106,4994.39,0.71712,0.76263,1.17304,0.67335,0.59689,0.67081,0.46567,1.23372,2.46563,1.587,0.00466163,0.00466163,0.00466163
107,5039.92,0.71125,0.75486,1.16271,0.67178,0.59816,0.67109,0.46626,1.23297,2.46431,1.58623,0.00458416,0.00458416,0.00458416
108,5084.99,0.71042,0.75376,1.16452,0.66758,0.6044,0.67199,0.46678,1.23248,2.46203,1.58549,0.00450682,0.00450682,0.00450682
109,5129.2,0.70356,0.74561,1.15727,0.66696,0.60537,0.67232,0.4674,1.2314,2.46085,1.58462,0.0044296,0.0044296,0.0044296
110,5173.62,0.70262,0.74068,1.15614,0.66679,0.60467,0.6728,0.46756,1.23069,2.4607,1.58409,0.00435254,0.00435254,0.00435254
111,5220.56,0.70247,0.73544,1.15559,0.66635,0.60538,0.67314,0.46809,1.23039,2.46081,1.58363,0.00427565,0.00427565,0.00427565
112,5265.36,0.70172,0.72816,1.15551,0.66733,0.60392,0.67365,0.46878,1.22996,2.46026,1.58317,0.00419895,0.00419895,0.00419895
113,5310.72,0.69371,0.72041,1.14992,0.66812,0.6038,0.67429,0.46918,1.22946,2.46016,1.58264,0.00412246,0.00412246,0.00412246
114,5355.88,0.69126,0.71136,1.14755,0.67203,0.60163,0.67477,0.47004,1.22947,2.46005,1.58263,0.0040462,0.0040462,0.0040462
115,5401.67,0.69068,0.71063,1.1466,0.67216,0.6022,0.67525,0.47023,1.22883,2.46085,1.5818,0.00397019,0.00397019,0.00397019
116,5447.99,0.68829,0.70839,1.14357,0.67162,0.60403,0.67547,0.47046,1.2288,2.46235,1.58152,0.00389445,0.00389445,0.00389445
117,5493.7,0.68542,0.69811,1.14166,0.67279,0.60485,0.67583,0.47054,1.22819,2.46187,1.5808,0.00381899,0.00381899,0.00381899
118,5538.93,0.6811,0.69748,1.14017,0.67347,0.60469,0.67637,0.47094,1.22763,2.46196,1.58017,0.00374383,0.00374383,0.00374383
119,5584.91,0.67881,0.69081,1.13769,0.67054,0.6061,0.67668,0.47109,1.22788,2.46097,1.5804,0.00366899,0.00366899,0.00366899
120,5631.19,0.67841,0.68605,1.13701,0.67471,0.60545,0.67731,0.47152,1.22712,2.45998,1.57976,0.0035945,0.0035945,0.0035945
121,5677.27,0.67595,0.67954,1.13444,0.67244,0.60711,0.67766,0.47202,1.22708,2.45959,1.57969,0.00352037,0.00352037,0.00352037
122,5722.03,0.67389,0.67355,1.13261,0.67389,0.60723,0.67797,0.4726,1.22712,2.45995,1.57958,0.00344661,0.00344661,0.00344661
123,5767.42,0.66795,0.67028,1.12961,0.67624,0.60568,0.67824,0.4726,1.2269,2.46033,1.57931,0.00337325,0.00337325,0.00337325
124,5812.08,0.66556,0.66419,1.12354,0.67927,0.60345,0.67854,0.47298,1.22665,2.46021,1.5791,0.0033003,0.0033003,0.0033003
125,5856.46,0.6634,0.65817,1.12245,0.68548,0.60143,0.67867,0.47325,1.22644,2.46008,1.57884,0.00322778,0.00322778,0.00322778
126,5900.77,0.66178,0.6543,1.11821,0.685,0.60228,0.6789,0.47317,1.22612,2.46011,1.57864,0.00315572,0.00315572,0.00315572
127,5944.68,0.65831,0.65084,1.11588,0.68055,0.60589,0.67903,0.47363,1.22609,2.45903,1.57859,0.00308412,0.00308412,0.00308412
128,5988.59,0.65417,0.64074,1.11574,0.68114,0.60592,0.67949,0.47391,1.22563,2.45863,1.57822,0.003013,0.003013,0.003013
129,6032.29,0.65245,0.63639,1.116,0.68279,0.60515,0.67985,0.47408,1.22541,2.45786,1.57793,0.00294239,0.00294239,0.00294239
130,6076.19,0.65153,0.63501,1.10826,0.68485,0.60409,0.67982,0.47427,1.22518,2.45718,1.57761,0.0028723,0.0028723,0.0028723
131,6122.91,0.64851,0.62673,1.11039,0.68267,0.60827,0.67982,0.47434,1.22518,2.45693,1.5774,0.00280275,0.00280275,0.00280275
132,6168.91,0.64574,0.62597,1.10486,0.682,0.60871,0.67998,0.4746,1.22502,2.45781,1.57731,0.00273375,0.00273375,0.00273375
133,6215.3,0.64375,0.61937,1.10505,0.68291,0.60786,0.68006,0.47489,1.22477,2.45912,1.57692,0.00266532,0.00266532,0.00266532
134,6260.59,0.64221,0.6132,1.10382,0.68393,0.60783,0.68035,0.475,1.2253,2.45994,1.57736,0.00259748,0.00259748,0.00259748
135,6306.4,0.64062,0.60944,1.10162,0.68666,0.60469,0.68009,0.4752,1.22549,2.46053,1.57743,0.00253024,0.00253024,0.00253024
136,6352.61,0.63618,0.60536,1.0968,0.68732,0.6045,0.68021,0.47548,1.22544,2.46088,1.57713,0.00246363,0.00246363,0.00246363
137,6396.67,0.6339,0.60268,1.09732,0.68817,0.60526,0.6804,0.47568,1.22537,2.46126,1.57707,0.00239766,0.00239766,0.00239766
138,6441.61,0.63032,0.59611,1.0964,0.68699,0.60588,0.68061,0.4756,1.22558,2.46161,1.5773,0.00233234,0.00233234,0.00233234
139,6488.2,0.62959,0.59469,1.09503,0.68707,0.60849,0.68064,0.47558,1.22551,2.46178,1.5772,0.00226769,0.00226769,0.00226769
140,6534.88,0.62428,0.58979,1.09065,0.68996,0.60526,0.68069,0.47597,1.22545,2.46193,1.57698,0.00220372,0.00220372,0.00220372
141,6583.46,0.62467,0.5821,1.08764,0.68819,0.60754,0.68039,0.47634,1.22556,2.46297,1.57711,0.00214046,0.00214046,0.00214046
142,6628.21,0.62117,0.5771,1.08391,0.68683,0.6068,0.68047,0.47626,1.22556,2.46342,1.57702,0.00207792,0.00207792,0.00207792
143,6675.96,0.61948,0.57264,1.08361,0.68217,0.6104,0.68089,0.47673,1.22549,2.46474,1.57671,0.00201611,0.00201611,0.00201611
144,6722.25,0.61705,0.5669,1.08464,0.68243,0.61117,0.68086,0.47689,1.22563,2.46487,1.57657,0.00195505,0.00195505,0.00195505
145,6766.79,0.61595,0.56793,1.08201,0.68445,0.60986,0.68153,0.47684,1.22576,2.46627,1.5766,0.00189475,0.00189475,0.00189475
146,6813.04,0.6116,0.56291,1.07771,0.68698,0.60726,0.68201,0.47709,1.22581,2.46651,1.57659,0.00183523,0.00183523,0.00183523
147,6859.5,0.60931,0.5591,1.07447,0.68756,0.60677,0.68186,0.47731,1.22567,2.46726,1.57624,0.00177651,0.00177651,0.00177651
148,6905.5,0.60805,0.55288,1.07246,0.68669,0.60758,0.68158,0.47735,1.22568,2.46908,1.57609,0.00171859,0.00171859,0.00171859
149,6951.55,0.60565,0.55178,1.07299,0.68661,0.60772,0.68216,0.47774,1.22604,2.47027,1.57614,0.00166149,0.00166149,0.00166149
150,6995.4,0.59901,0.54426,1.06674,0.6858,0.60862,0.68237,0.47775,1.22607,2.47177,1.57595,0.00160523,0.00160523,0.00160523
151,7041.47,0.60178,0.54381,1.0702,0.68616,0.60885,0.68289,0.47784,1.22623,2.47332,1.57603,0.00154982,0.00154982,0.00154982
152,7087.45,0.59711,0.53869,1.06726,0.68882,0.60817,0.68284,0.47799,1.22675,2.47561,1.57656,0.00149527,0.00149527,0.00149527
153,7133.52,0.59435,0.53229,1.06385,0.68984,0.60765,0.68255,0.4779,1.22687,2.47649,1.57647,0.00144161,0.00144161,0.00144161
